,name,desc_sub,location,origin,roast,est_price,review_date,agtron,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3
461,Finca Kusillo Bolivia,"Deeply sweet, floral-toned. Violet, pineapple, pis","Denver, Colorado","Caranavi, Bolivia",Medium-Light,$20.00/12 ounces,May 2020,60/77,9.0,8.0,9.0,9.0,8.0,,"Deeply sweet, floral-toned. Violet, pineapple, pistachio, baking chocolate, oak in aroma and cup. Roundly sweet structure with gently tart, delicate acidity; plush, very syrupy mouthfeel. Crisp, rich-toned finish.","Produced by the Rodriguez family of Finca Kusillo entirely of the Caturra variety of Arabica and processed by the wet, or washed, method. Corvus Coffee Roasters is based in Denver, Colorado and specializes in rare and exclusive coffees from some of the finest growers in the world. Corvus particularly focuses on processing methods and selective harvesting, which result in small, seasonal micro-lots of uniquely sweet, vibrant, and clean flavor profiles. For more information, visit www.corvuscoffee.com.","A balanced, complex, floral-toned cup, particularly pleasing in its nectar-like mouthfeel."
462,Nano Genji Agaro Gera,"Deep-toned, fruit-centered, richly aromatic. Dark ","Sacramento, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium,$21.00/12 ounces,June 2020,52/68,9.0,9.0,9.0,9.0,8.0,,"Deep-toned, fruit-centered, richly aromatic. Dark chocolate, black cherry, star jasmine, oak, almond brittle in aroma and cup. Sweet-tart structure with crisp, lively acidity; plush, viscous mouthfeel. Finish centers around dark chocolate and black cherry.","Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Produced by smallholding members of the Nano Challa Cooperative and processed by the wet, or washed, method (fruit skin and pulp are removed before drying). Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A deeply fruit-toned washed Ethiopia cup, brought far enough along in the roast to develop big chocolate notes.Click here for more information about coffees from Ethiopia."
463,Sumatra Pantan Musara,"Richly sweet-savory, deeply aromatic. Black curran","Billings, Montana","Aceh Province, Sumatra, Indonesia",Medium-Light,$21.00/12 ounces,June 2020,58/74,9.0,9.0,9.0,9.0,8.0,,"Richly sweet-savory, deeply aromatic. Black currant, cocoa nib, pink peppercorn, lilac, sandalwood in aroma and cup. Sweet-savory structure with high-toned acidity; viscous, satiny mouthfeel. Resonant, umami-leaning finish with notes of pink peppercorn and sandalwood.","Produced by smallholding farmers of the Gayo 1, Gayo 2, P88, Abyssinia, and Ateng Super varieties of Arabica and and processed by the wet, or washed, method. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",A washed-process Sumatra with engaging high-toned fruit and complex spice tones not typical of the usual wet-hulled coffees produced in this region. Drink it for its originality and its intrigue.
464,Colombia Nariño,"Deeply and richly sweet, quite chocolaty. Dark cho","Billings, Montana","Nariño Department, southern Colombia",Medium-Light,$17.00/12 ounces,June 2020,54/72,9.0,9.0,8.0,9.0,8.0,,"Deeply and richly sweet, quite chocolaty. Dark chocolate, red grape, magnolia, maple syrup, oak in aroma and cup. Sweet-toned structure with bright, lively acidity; smooth, velvety mouthfeel. The pleasing finish consolidates to notes of dark chocolate and magnolia.","From an admired growing region in the southernmost Colombia Department of Nariño and comprised of the Castillo, Caturra and Colombia varieties of Arabica; processed by the wet, or washed method. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.","A balanced, chocolaty Colombia cup with especially engaging, high-toned acidity."
465,Kona Classic Black Rock Farm,"Deep-toned, chocolaty and rich. Dark chocolate, st","Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium,$18.95/4 ounces,June 2020,52/68,9.0,9.0,9.0,9.0,8.0,,"Deep-toned, chocolaty and rich. Dark chocolate, strawberry guava, hazelnut butter, sandalwood, ginger blossom in aroma and cup. Sweet-toned structure with round, engaging acidity; full, syrupy mouthfeel. Crisply sweet, long finish with notes of dark chocolate, hazelnut and sandalwood.","Produced at Black Rock Farm, overlooking Kona’s Kealakekua Bay, entirely of the Typica variety of Arabica and processed by the wet, or washed, method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A superb example of the classic Kona cup: exceptionally sweet, deeply nut-toned, and vivified by spice-toned floral and fruit notes.Click here for more information about coffees from Hawaii."
466,Ethiopian Yirgacheffe Natural,"Fruit-toned, sweetly tart. Ripe raspberry, lemon z","Henderson, Nevada","Yirgacheffe growing region, southern Ethiopia",Medium-Light,$20.00/12 ounces,June 2020,58/76,9.0,9.0,9.0,9.0,8.0,,"Fruit-toned, sweetly tart. Ripe raspberry, lemon zest, dark chocolate, cedar, magnolia in aroma and cup. Tart-leaning structure with juicy acidity; full, syrupy mouthfeel. The resonant finish leads with raspberry and citrus notes in the short, modulating to dark chocolate and cedar in the long.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees largely from indigenous varieties of Arabica long grown in the region. This is a “natural” or dry-processed version (beans are dried in the whole fruit). Dragonfly Coffee, named 2019 Micro-Roaster of the Year by Roast magazine, is now based in Henderson, Nevada. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.",A cleanly fruit-toned natural-process Ethiopia cup animated by bright berry and deeply sweet floral tones.Click here for more information about coffees from Ethiopia.
467,Sumatra Gayo G1 Triple-Picked Lot 005,"Sweetly earth-toned, deeply floral. Petrichor, hon","Chia-Yi, Taiwan","Aceh Province, Sumatra, Indonesia",Medium-Light,NT $225/8 ounces,June 2020,56/74,9.0,9.0,9.0,9.0,8.0,,"Sweetly earth-toned, deeply floral. Petrichor, honeysuckle, Dark chocolate, petrichor, honeysuckle, nectarine, fine pipe tobacco in aroma and cup. Sweet-savory structure with vibrant, juicy acidity; full, syrupy mouthfeel. Deep, resonant finish consolidates to notes of petrichor and honeysuckle with dark chocolate undertones.",Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a particularly refined example of the type. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A classic Sumatra cup: vibrantly earthy, richly sweet and balanced — harmonizing high-toned stone fruit and floral notes with deep chocolate and sweet earth."
468,Guatemala Guaya’B Coop,"Delicate, sweet, citrus-toned. Cocoa nib, tangerin","Martinez, California","Huehuetenango, Guatemala",Medium-Light,$12.00/8 ounces,June 2020,59/77,8.0,8.0,9.0,9.0,8.0,,"Delicate, sweet, citrus-toned. Cocoa nib, tangerine zest, almond, freesia-like flowers, apricot in aroma and cup. Sweet in structure with pert acidity; full, syrupy mouthfeel. Quiet, easygoing finish with notes of cocoa nib and tangerine zest.","Certified organic. Available for delivery in the San Francisco Bay Area; no mail order. Produced by members of the Asociación Civil Guaya'b of the Typica, Bourbon, Caturra and Catuai varieties of Arabica and processed by the wet, or washed, method. Founded by roaster Keith Gehrke in 2015, States Coffee is a single-location, community-focused coffee shop in downtown Martinez, California, featuring coffee roasted in-house and artisan baked goods. Visit www.statescoffee.com for more information.","A straight-ahead, friendly Guatemala cup, certified organic."
469,Kakalove Taiwan Natural SL34 Alishan Ching-Ye Farm,"Delicate, fruit-forward. Blueberry, molasses, fres","Chia-Yi, Taiwan","Alishan, Chia-Yi City, Taiwan",Medium-Light,NT $400/4 ounces,June 2020,54/72,9.0,8.0,8.0,9.0,8.0,,"Delicate, fruit-forward. Blueberry, molasses, fresh-cut fir, magnolia, bay leaf in aroma and cup. Sweet structure with tart-leaning, gentle acidity. Velvety mouthfeel. The crisp finish centers around blueberry and fir.",Produced at Ching-Ye farm in Taiwan entirely of the SL34 variety of Arabica and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A gently berry-toned, natural-processed cup from the growing region of Alishan in Taiwan, a region mainly famous for its tea."
470,Nano Genji #4 Espresso,"Evaluated as espresso. Expressive, confident, lyri","Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,$18.75/12 ounces,June 2020,56/74,9.0,,9.0,9.0,9.0,10.0,"Evaluated as espresso. Expressive, confident, lyrical. Lychee, dark chocolate, star jasmine, sandalwood, Meyer lemon in aroma and small cup. Lively, creamy mouthfeel; balanced, floral- and fruit-toned finish. In three parts milk, a liquid dessert: think fine chocolate and tropical fruit.","Produced by the Nano Genji cooperative in Ethiopia’s Jimma Zone. Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A washed-process single-origin Ethiopia espresso that sings both in the straight shot and in milk. Flat out poetic in its intricate harmony, and only $18.75 for 12 ounces.Click here for more information about coffees from Ethiopia."
471,Bella Carmona Guatemala,"Richly sweet, deeply chocolaty. Baking chocolate, ","Madison, Wisconsin","Antigua growing region, Guatemala",Medium-Light,$17.00/12 ounces,June 2020,56/74,9.0,8.0,9.0,9.0,8.0,,"Richly sweet, deeply chocolaty. Baking chocolate, crisp pear, orange zest, oak, freesia-like flowers in aroma and cup. Sweet structure with pert acidity; syrupy mouthfeel. Finish consolidates to rich chocolate and freesia-like floral notes.","Produced by Luis Pedro Zelaya Zamora of the Bourbon and Caturra varieties of Arabica and processed by the wet, or washed, method (fruit is removed from the beans before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A balanced, complete cup with an especially attractive, viscous and lively mouthfeel."
472,Asfaw Maru Ethiopia Natural Cold Brew,"A ready-to-drink black coffee, tested cold. Rhubar","Grove City, Pennsylvania","Yirgacheffe growing region, southern Ethiopia",,$4.50/12 ounces,July 2020,0/0,,9.0,9.0,9.0,8.0,8.0,"A ready-to-drink black coffee, tested cold. Rhubarb, Pinot Noir grape, cocoa nib, honeysuckle, sandalwood. Sweet-tart-savory structure with big, juicy acidity; viscous, syrupy-smooth mouthfeel. Finish consolidates to notes of rhubarb and cocoa nib with sandalwood undertones.","This coffee tied for the second-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Collage Coffee is a micro-roastery featuring specialty coffee and house brewed kombucha. The green coffee used is a natural-processed Ethiopia Yirgacheffe. Contains no additives or ingredients other than coffee and water. Colläge works with local artists to promote fine arts in its region, and loves serving its community. This coffee is available for purchase at the Collage store and cafe, 221 South Broad Street, Grove City, Pennsylvania.",A grown-up cold brew with cleanly wine-like suggestions. Would be a nice pairing with grilled lamb chops.Click here for more information about coffees from Ethiopia.
473,Ethiopia Nano Challa Cold Brew,"A ready-to-drink black coffee, tested cold. Rich, ","Carbondale, Colorado","Jimma Zone, Oromia State, Ethiopia",,$18.99/50 ounces,July 2020,0/0,,9.0,9.0,9.0,8.0,9.0,"A ready-to-drink black coffee, tested cold. Rich, floral-toned, intricate and complex. Notes of wisteria, Keemun black tea, cocoa nib, Meyer lemon, frankincense. Crisp, tart-leaning structure with sweet undertones and juicy acidity; refreshing, velvety mouthfeel. Satisfying, lingering finish with notes of black tea and lemon. Stands up to milk with continued tartness and amplification of the cocoa note.","This coffee tied for the highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. The green coffee used is a washed-process Ethiopia Nano Challa. Bonfire Coffee is a Colorado-based roaster and café centered around the metaphor of a Bonfire that represents community and coffee. For more information, visit www.bonfirecoffee.com.","Sweet, juicy, citrusy, bright: Pair it with a slice of lemon meringue pie.Click here for more information about coffees from Ethiopia."
474,Brazil Ipanema Black Edition A-41 Red Cherry,"A ready-to-drink black coffee, tested cold. Bing c","Yilan, Taiwan","Ipanema, Brazil",,NT $200/150 ml. bottle,July 2020,0/0,,9.0,9.0,9.0,9.0,8.0,"A ready-to-drink black coffee, tested cold. Bing cherry, sassafras, aromatic orchid, bay tree, brandy. Sweet-tart structure with juicy, bright acidity; lush, mouth-filling viscosity. Long, resonant, flavor-saturated finish that carries over all the notes from the cup. Quiet and elegant in milk, with all flavor notes represented at a lower volume.","This coffee tied for the highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. The green coffee used is a washed Brazil Ipanema that was processed in an atypical way, including a 34-hour pre-drying period on patio, followed by 44 hours in vertical driers before storage in double-barrier bags, at which point the roaster surmises that fermentation continues, resulting in a winy aroma and flavor more often associated with natural-processed coffees. The roaster sells this coffee as whole bean for NT $500/200 grams. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","Tasted blind, this reads like a natural-processed coffee, but it is fully washed with an unusual, and very appealing sweet ferment, suggesting cherry liqueur. Delicious with a side of high-quality dark chocolate."
475,Sudan Rume,"Spice-toned, delicate and deep. Cardamom, black te","Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Light,$30.00/6 ounces,June 2020,62/80,9.0,9.0,9.0,9.0,8.0,,"Spice-toned, delicate and deep. Cardamom, black tea, bergamot, honeysuckle, sandalwood in aroma and cup. Sweet-savory structure with juicy acidity; full, syrupy-smooth mouthfeel. Flavor-saturated finish leads with cardamom and bergamot, rounding to honeysuckle-toned sandalwood in the long.","Comprised entirely of beans from the rare Sudan Rume, a presumably very old variety of Arabica originally selected from wild trees growing on the Boma Plateau of Sudan, close to the border with Ethiopia. Produced by Rigoberto Herrera at Granja La Esperanza in Colombia and processed by the wet, or washed, method. Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.","An exciting cup from a rare varietal that, in this incarnation, is richly cocoa-toned and spice-laden, complex and multi-layered."
476,Ethiopia Sidama Keramo Village,"Delicate, deep, vibrantly sweet-tart. Lilac, dried","Jersey City, New Jersey","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,$25.00/12 ounces,June 2020,60/76,9.0,9.0,9.0,9.0,8.0,,"Delicate, deep, vibrantly sweet-tart. Lilac, dried apricot, cocoa nib, lemon verbena, cedar in aroma and cup. Sweet-tart structure with lively, bright acidity; plush, viscous mouthfeel. The resonant finish centers around notes of apricot and cocoa nib.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp removed before drying). Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.","A high-toned washed Sidama cup complexly layered with notes of sweet fruit, tart herb, deep cocoa and flowers.Click here for more information about coffees from Ethiopia."
477,Red Bourbon Natural Exclusive Reserve,"Sweetly pungent, juicy. Tangerine, dark chocolate,","Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium-Light,$38.00/8 ounces,June 2020,58/76,9.0,9.0,9.0,10.0,8.0,,"Sweetly pungent, juicy. Tangerine, dark chocolate, almond butter, honeysuckle, a hint of kefir in aroma and cup. Sweetly tart structure with bold, lactic acidity; full, syrupy mouthfeel. The layered finish consolidates to notes of tangerine and sweet yogurt. ","Certified organic. Produced entirely from trees of the Red Bourbon variety of Arabica and processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Limited release available only as part of Hala Tree's Tasting Club.  Hala Tree Coffee is a family-owned organic Kona coffee farm in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The 100% Kona Coffee produced on this USDA organic-certified property is processed and roasted on site to ensure quality. For more information, visit www.halatreecoffee.com.",A natural-processed Kona coffee with an interesting fruit-toned profile and a pleasing throughline of lactic-style acidity (think fresh yogurt); quite compelling as a pourover.Click here for more information about coffees from Hawaii.
478,Karimiuki Espresso,"Evaluated as espresso. Berry- and flower-driven, i","Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,$21.00/12 ounces,July 2020,58/76,9.0,,9.0,9.0,9.0,10.0,"Evaluated as espresso. Berry- and flower-driven, intricately sweet-tart, wildly aromatic. Ripe raspberry, wisteria, toffee, sandalwood, dark chocolate in aroma and small cup. Viscous, syrupy mouthfeel; bright, berry-toned finish. In three parts milk, a lot like eating raspberry trifle laced with chocolate.","This exceptional coffee was selected as the No. 7 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. Produced by smallholding members of the Rungeto Farmers' Cooperative Society of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","An exceptional single-origin Kenya espresso, balanced and bright in the straight shot and decadently rich and floral in milk."
479,Karimiuki Kenya,"Deeply sweet, richly sweet-savory, intricately bal","Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,$21.00/12 ounces,July 2020,58/76,9.0,9.0,9.0,9.0,9.0,,"Deeply sweet, richly sweet-savory, intricately balanced. Red currant, star jasmine, dark chocolate, pink grapefruit zest, sandalwood in aroma and cup. Sweetly savory structure with complex, bright acidity; very full, creamy mouthfeel. Lasting finish that carries over all the flavor and aroma notes from the cup.","Produced by smallholding members of the Rungeto Farmers' Cooperative Society of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A juicy Kenya cup with deep red berry notes, rich chocolate throughout, and deep, spice-toned florals.Click here for more information about coffees from Kenya."
480,Colombia Buesaco,"High-toned, crisply sweet-tart. Tangerine zest, co","Charlotte, North Carolina","Nariño, Colombia",Medium-Light,$18.00/12 ounces,July 2020,60/76,9.0,9.0,8.0,9.0,8.0,,"High-toned, crisply sweet-tart. Tangerine zest, cocoa nib, apricot, cedar, freesia-like flowers in aroma and cup. Brightly sweet-tart structure with lively, juicy acidity; satiny-smooth mouthfeel. The resonant finish centered around notes of cocoa nib, tangerine zest and cedar.","Produced from trees of the Caturra, Castillo and Colombia varieties of Arabica and processed by the wet, or washed, method. Oak & Bond is a specialty retail and wholesale coffee roaster based in Charlotte, North Carolina. The company’s name combines “oak,” a reference to its first coffee, a barrel-aged release, and “bond,” referring to the founders’ happy marriage. For more information, visit www.oakandbondcoffee.com.","A balanced, engaging, classic Colombia cup: bright, chocolaty, deeply sweet, richly vibrant."
481,El Floral Colombia,"Delicate, confident, complex, lyrical. Passion fru","Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium-Light,$21.00/12 ounces,July 2020,59/77,9.0,9.0,9.0,9.0,9.0,,"Delicate, confident, complex, lyrical. Passion fruit, cocoa nib, wisteria, lemon verbena, agave syrup in aroma and cup. Sweet-tart structure with juicy, bright acidity; plush, syrupy mouthfeel. Rich, long, flavor-saturated finish.","Produced by Raul Lombana Horta of Finca El Floral from trees of the Caturra, Colombia and Castillo varieties of Arabica and processed by the wet, or washed, method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A multi-layered, nuanced Colombia cup that hits all the right notes: deep florals, high-toned fruits, sweet herbs, rich cocoa."
482,El Salvador Geisha Natural,"Sweet-toned, fruit-forward, delicately floral. Dri","Minneapolis, Minnesota","Chalatenango, El Salvador",Medium-Light,$16.95/6 ounces,July 2020,58/74,9.0,9.0,9.0,9.0,8.0,,"Sweet-toned, fruit-forward, delicately floral. Dried strawberry, lilac, cocoa nib, almond brittle, wild honey in aroma and cup. Deeply sweet structure with rich, vibrant acidity; full, viscous mouthfeel. Finish leads with notes of dried strawberry and honey in the short, rounding to cocoa nib in the long.","Produced by Marta Yaneth Lemus of Finca San Antonio entirely of the Geisha variety of Arabica and processed by the natural method (i.e., dried in the whole fruit). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An elegant, lyrical natural-process El Salvador Geisha cup, sweetly fruit- and floral-toned; a coffee that steps lightly but with poise and balance."
483,Colombia Pink Bourbon Honey,"Floral and sweetly spice-toned. Jasmine, pink pepp","San Diego, California","Huila Department, Colombia",Medium-Light,$28.00/12 ounces,July 2020,60/76,9.0,9.0,8.0,9.0,8.0,,"Floral and sweetly spice-toned. Jasmine, pink peppercorn, apricot, baking chocolate, fresh-cut oak in aroma and cup. Sweet-savory structure with balanced, bright acidity; satiny-smooth mouthfeel. Finish consolidates to notes of apricot and baking chocolate with hints of jasmine at the top and oak underneath.","Produced by Wilfredo Trujillo Mota of Los Alpes Farm, entirely of the Pink Bourbon variety of Arabica and processed by the honey method, in which some fruit flesh (“honey”) is allowed to adhere to the beans during drying. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A deeply sweet, balanced Colombia cup characterized by rich floral and spice tones throughout, with an especially lively acidity."
484,Ethiopia Natural Guji Lot D Minor,"Delicate, high-toned, richly floral. Lilac, cocoa ","Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,NT $275/8 ounces,July 2020,58/76,9.0,9.0,9.0,9.0,9.0,,"Delicate, high-toned, richly floral. Lilac, cocoa nib, dried apricot, sandalwood, a hint of coconut in aroma and cup. Sweet-tart structure with juicy acidity; plush, syrupy mouthfeel. Rich, deeply aromatic finish that carries over all the notes from the cup; lilac and cocoa nib, in particular.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A lyrical, delicately balanced, floral-driven natural-processed Ethiopia cup, complete and exhilarating.Click here for more information about coffees from Ethiopia."
485,Nano Challa #6 Ethiopia,"High-toned, richly floral. Star jasmine, cocoa nib","Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,$18.25/12 ounces,July 2020,58/76,9.0,9.0,8.0,9.0,8.0,,"High-toned, richly floral. Star jasmine, cocoa nib, bergamot, almond nougat, oak in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. Inviting finish that leads with notes of jasmine and bergamot in the short, rounding to almond and cocoa nib in the long.","Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Produced by smallholding members of the Nano Challa Cooperative and processed by the wet, or washed, method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",A pleasing washed-process Ethiopia cup with especially engaging acidity and pretty spice-toned floral notes throughout.Click here for more information about coffees from Ethiopia.
486,El Salvador Pacamara,"Richly sweet-savory, cocoa-toned. Cocoa powder, ho","Bozeman, Montana","Ahuachapan, El Salvador",Medium,$17.95/12 ounces,July 2020,50/67,8.0,8.0,9.0,9.0,8.0,,"Richly sweet-savory, cocoa-toned. Cocoa powder, hop flowers, black cherry, fresh-cut oak, agave syrup in aroma and cup. Balanced, bittersweet structure with brisk acidity; plush, syrupy mouthfeel. Finish consolidates to cocoa-toned black cherry and oak.","Produced at the Menendez Family Farm entirely of the big-beaned Pacamara variety of Arabica and processed by the wet, or washed, method. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker. RamsHead specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.",A complex El Salvador Pacamara cup with cocoa-toned stone fruit and bittersweet florals throughout.
487,Guatemala Bella Carmona,"Deeply chocolaty, vibrantly high-toned. Dark choco","Crystal Lake, Illinois","Antigua, Guatemala",Medium-Light,$19.00/12 ounces,August 2020,58/74,9.0,9.0,9.0,9.0,8.0,,"Deeply chocolaty, vibrantly high-toned. Dark chocolate, nectarine, almond butter, freesia-like flowers, lemon thyme in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy-smooth mouthfeel. The resonantly chocolaty finish is supported by notes of almond butter and hints of freesia.",Produced by Luis Pedro Zelaya Zamora from trees of the Bourbon and Caturra varieties of Arabica and processed by the washed method. Conscious Cup Coffee Roasters is an independent and family-owned and -operated cafe and coffee roaster specializing in socially and environmentally sustainable coffees. Visit www.consciouscup.com or call 815-356-0115 for more information.,A paradoxically deep (chocolaty) and bright (stone fruit-toned) Guatemala cup that achieves a complex yet harmonious balance. Richly floral as well.
488,Ethiopia Yirgacheffe Kochere Debo,"Bright, juicy, floral-toned. Narcissus, red plum, ","Thermopolis, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium-Light,$14.00/12 ounces,August 2020,54/70,9.0,9.0,9.0,9.0,8.0,,"Bright, juicy, floral-toned. Narcissus, red plum, cocoa nib, bay leaf, maple syrup in aroma and cup. Gently tart structure with deep, juicy acidity; very syrupy-smooth mouthfeel. The finish leads with narcissus-like flowers and cocoa nib, with crisp maple syrup returning in the long.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in their respective regions. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.","A floral-driven washed-process Ethiopia cup: bright, nimble, juicy, and flavor-saturated.Click here for more information about coffees from Ethiopia."
489,Ethiopia Guji Natural Water-Processed Decaf,"Sweetly nut- and cocoa-toned. Cashew butter, cocoa","Thermopolis, Wyoming","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,$14.00/12 ounces,August 2020,52/70,8.0,7.0,9.0,8.0,8.0,,"Sweetly nut- and cocoa-toned. Cashew butter, cocoa powder, magnolia, date, oak in aroma and cup. Sweet structure with gentle acidity; full, syrupy mouthfeel. Crisp finish with leading notes of cashew and cocoa powder that round toward sweet magnolia in the long. ","This coffee was sourced by the importer Royal Coffee, decaffeinated at the Descamex plant in Mexico by a water-only process that does not involve use of solvents, and sold to roasters under the name “Royal Select Water Decaf.” Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.","A fine decaf cup that displays much of the sweetness and florality associated with its admired origin, the Guji Zone of southern Ethiopia.Click here for more information about coffees from Ethiopia."
